2.7092,3.1619,1
1.7126,5.1063,1
3.4792,5.0759,1
1.575,1.7354,1
2.6529,4.9581,1
1.2672,2.9707,1
0.26297,1.0966,1
3.7724,3.5305,1
3.4138,3.5006,1
2.7399,3.7414,1
0.80193,2.5663,1
4.8048,2.092,1
2.539,2.9014,1
1.7382,2.6232,1
0.14675,1.6696,1
-1.2247,4.0132,1
2.714,2.6775,1
2.4742,5.1443,1
3.9331,1.792,1
-0.42259,0.89948,1
2.5579,4.6191,1
0.7642,3.6196,1
1.4756,3.1242,1
1.9653,2.1483,1
1.7308,4.1061,1
0.84153,1.8325,1
-0.0082513,3.2484,1
0.34992,3.2173,1
0.3695,-0.14937,1
0.84789,0.66046,1
0.69232,3.9826,1
2.8393,5.7792,1
-0.2332,1.4635,1
1.0767,2.1411,1
1.1114,2.0398,1
2.1138,4.333,1
1.5216,4.8293,1
-0.3874,2.9287,1
4.7323,4.0086,1
0.46205,-0.13333,1
2.9807,2.0947,1
1.3369,1.3322,1
2.9401,5.2539,1
0.13833,0.24345,1
0.3143,4.5387,1
-0.54961,2.2794,1
2.9569,3.5935,1
3.7698,2.3438,1
-0.14757,0.26402,1
2.1088,3.7417,1
2.0745,3.8995,1
2.3233,-1.3231,1
1.8587,2.6799,1
4.7068,3.1525,1
4.0908,2.8275,1
2.0123,-0.57978,1
0.62127,5.4235,1
3.5858,1.9795,1
1.996,1.8358,1
2.1135,2.5515,1
3.8065,0.86992,1
-1.0898,3.219,1
2.8728,1.5276,1
1.8278,3.0082,1
1.9013,6.3636,1
3.0137,3.9129,1
1.0105,2.5584,1
-0.10703,3.8302,1
4.5245,2.3661,1
0.8597,4.4938,1
1.2103,2.2871,1
3.0021,2.0235,1
3.2497,4.7163,1
0.8478,-0.80197,1
3.8248,2.2337,1
3.0826,4.5829,1
2.2507,2.4541,1
0.5378,3.2141,1
1.7227,4.963,1
1.4443,5.0416,1
0.33062,1.4308,1
1.5221,2.0265,1
0.91096,-0.17304,1
2.5194,2.0918,1
-0.51318,4.9693,1
4.4711,2.9714,1
4.608,3.1163,1
2.6855,0.92553,1
3.9141,3.3242,1
-0.38716,4.2526,1
3.4996,3.6921,1
2.5875,1.7969,1
0.52332,3.1228,1
1.9807,4.3692,1
0.46954,3.3852,1
0.27677,1.0965,1
1.9933,3.5766,1
1.8817,1.8582,1
0.166,0.75027,1
1.0409,0.70139,1
1.2347,3.1791,1
0.4571,3.707,1
2.6506,3.8807,1
1.8865,3.709,1
-1.1722,2.1093,1
1.7903,3.0485,1
1.1218,3.2334,1
3.8262,0.9899,1
1.2725,3.7518,1
1.2819,4.6078,1
0.8237,2.3771,1
-0.8053,6.593,1
1.9991,2.7805,1
-1.9825,2.8442,1
0.98107,-0.69963,1
0.4036,2.464,1
2.0891,2.6788,1
-0.73541,4.1294,1
1.3702,3.3151,1
2.8203,1.1318,1
2.41,2.305,1
1.5012,2.7778,1
2.258,3.9016,1
1.3072,5.95,1
4.1215,2.2052,1
-1.1515,3.044,1
-1.0413,3.9398,1
0.077001,1.2185,1
2.998,2.1785,1
2.0924,4.4764,1
3.2929,4.337,1
-1.0807,-0.029788,1
2.0416,1.2294,1
1.6555,2.179,1
0.35158,1.6925,1
4.6312,3.5644,1
2.4772,2.1341,1
1.7727,4.0547,1
3.7165,2.7601,1
3.4151,1.9808,1
0.82746,-0.56145,1
