459.89,1656.7,1
500,1500,1
609.49,1269.8,1
687.55,1322.2,1
498.1,1742.6,1
625.99,1399.1,1
646.31,1134.1,1
500,1500,1
654.96,1456.7,1
662.67,1427.1,1
500,1500,1
500,1500,1
583.29,1430.4,1
414.8,1531.1,1
507.47,1749.3,1
639.33,1282.6,1
500,1500,1
500,1500,1
500,1500,1
500,1500,1
576.6,1422.4,1
202.68,1048.4,1
469.16,1153.2,1
671.09,1316.9,1
500,1500,1
494.44,1694.8,1
500,1500,1
608.41,1350.2,1
500,1500,1
714.9,1298.3,1
500,1500,1
920.6,1353.4,1
776.37,1304.4,1
660.54,1529.7,1
500,1500,1
500,1500,1
513.67,1638.2,1
243.35,952.89,1
506.81,1260.2,1
681,1316.4,1
692.64,1279.4,1
793.53,1264,1
583.75,1431,1
500,1500,1
300.63,1269.8,1
579.44,1410.3,1
500,1500,1
495.02,1851.7,1
581.1,1322.1,1
647.64,1258.1,1
1113.7,1622.3,1
567.84,1473.4,1
547.47,1636.5,1
538.55,1292.4,1
488.78,1202.9,1
643.25,1652.5,1
477.73,1417.8,1
707.71,1349.2,1
453.24,1406.8,1
733.31,1305.6,1
500,1500,1
500,1500,1
726.53,1298.7,1
500,1500,1
666.8,1314.2,1
500,1500,1
508.29,1891.2,1
500,1500,1
513.84,1418.9,1
732.16,1303.2,1
631.3,1429.7,1
500,1500,1
500,1500,1
433.08,676.16,1
615.49,1600.8,1
223.48,608.03,1
610.96,1426.2,1
488.68,1107,1
589.27,1628.7,1
558,1300.8,1
611.04,1326.2,1
500,1500,1
681.32,1229.2,1
684.24,1366.6,1
643.29,1254,1
456.28,1896.5,1
545.83,1225.1,1
500,1500,1
795.12,1393.4,1
558.92,1436.8,1
688.04,1169.8,1
500,1500,1
531.37,1691.4,1
427.79,1569.4,1
626.73,1296.1,1
500,1500,1
697.31,1113,1
774.02,1321.4,1
622.42,1639.1,1
1142.6,1354.1,1
866.81,1296.4,1
377.42,1288.1,1
1047.2,1542.4,1
742.52,1870.9,1
614.58,1420.4,1
524.66,934.58,1
602.18,1404.2,1
651.5,1353.3,1
584.65,1511.2,1
268.01,1394.9,1
586.9,1540.4,1
365.89,1249.4,1
500,1500,1
534.38,1231.6,1
475.59,1898.6,1
673.28,1446.8,1
571.33,1418.8,1
742.52,1870.9,1
500,1500,1
500,1500,1
760.62,1327.5,1
764.29,1328.6,1
535.84,1486.3,1
628.72,1255.3,1
699.75,1344.2,1
488.68,1560.5,1
500,1500,1
547.27,1364,1
697.37,1273.1,1
505.96,1854.7,1
500,1500,1
427.6,1512.3,1
627.09,1166.8,1
635.85,1314.8,1
579.42,1451.3,1
500,1500,1
626.73,1296.1,1
500,1500,1
753.92,1279.4,1
504.02,1248.8,1
500,1500,1
503.17,1668.4,1
628.67,1715.4,1
334.52,627.48,1
707.52,1196,1
782.35,1335.7,1
628.47,1284.3,1
500,1500,1
755.12,1496.9,1
684.04,1426,1
500,1500,1
569.66,1608.3,1
644.06,1306.4,1
678.5,1265.2,1
534.73,1108.7,1
500,1500,1
771.05,1689.9,1
639.06,1307.6,1
500,1500,1
456.04,1665.8,1
456.76,1715.2,1
497.52,1338.1,1
579.42,1451.3,1
678.73,1296,1
471.89,1480.4,1
480.07,1850.4,1
635.78,1204.8,1
491.87,1516.6,1
222.17,1350.7,1
719.76,1261.5,1
687.55,1322.2,1
556.25,1369.6,1
402.56,1341,1
292.87,2354.9,1
642.4,1318.2,1
460.02,1677,1
640.71,1427,1
500,1500,1
456.28,1896.5,1
498.92,1851.1,1
660.22,1372.7,1
594.59,1430.4,1
467.35,1177.1,1
683.03,1339.3,1
702.64,1345,1
500,1500,1
305.06,1550.9,1
547.32,1815,1
500,1500,1
500,1500,1
559.03,2350.2,1
500,1500,1
681,1316.4,1
500,1500,1
689.15,1300.3,1
599.23,1413.6,1
453.24,1406.8,1
646.57,1654.1,1
500,1500,1
422.38,1536.2,1
500,1500,1
500,1500,1
663.71,1403.7,1
739.21,1300.2,1
495.04,617.63,1
770.32,1397.6,1
569.71,997.11,1
605.9,1407.9,1
285.22,1543.1,1
500,1500,1
516.69,1486,1
820.36,1215.3,1
724.42,1371.6,1
1282.4,2065.8,1
509.76,1215.5,1
476.92,1394.1,1
707.95,1237,1
469.16,1153.2,1
753.92,1331.5,1
414.73,1636.2,1
471.81,1498.7,1
500,1500,1
302.94,1343,1
628.75,1416.4,1
513.26,1178.8,1
500,1500,1
770.16,1211.6,1
658.81,1213,1
570.15,1488.9,1
562.18,1434.9,1
634.87,1274.1,1
583.06,1278.6,1
598.52,1686,1
650.9,1308.9,1
550.76,1721.6,1
500,1500,1
1431.5,1824.1,1
571.99,1026.4,1
240.28,1288.2,1
590.53,1318.8,1
475.82,1673.2,1
500,1500,1
579.55,1331.2,1
500,1500,1
500,1500,1
679.52,1296.6,1
450.63,641.64,1
552.57,1626.3,1
602.55,1365.2,1
770.16,1211.6,1
1279.9,2589.4,1
719.45,1321.4,1
457.33,1543.8,1
435.02,1373,1
500,1500,1
377.94,1716.8,1
764.4,1195.1,1
583.63,1883.7,1
607.58,1400.7,1
500,1500,1
500,1500,1
401.44,1205.5,1
535.64,1319.4,1
259.23,1753.2,1
500,1500,1
1240.8,2338.7,1
500,1500,1
495.67,1327.6,1
500,1500,1
518.09,1231.4,1
1152.9,2434.3,1
729.93,1278.4,1
642.24,1260.3,1
615.39,1274,1
592.05,1345.7,1
543.29,1683.9,1
500,1500,1
625.54,1112.8,1
500,1500,1
500,1500,1
729.43,1365.1,1
495.97,2186.1,1
711.43,1281.9,1
500,1500,1
295.23,1785,1
630.19,1506.4,1
599.11,1219.7,1
641.88,1314.5,1
502.63,1778.7,1
442.26,1335,1
490,1190.8,1
657.76,1187.2,1
782.01,1300,1
580.94,1201.8,1
500,1500,1
817.71,1225.7,1
500,1500,1
629.22,1240.6,1
500,1500,1
500,1500,1
604.67,1283.9,1
583.75,1431,1
684.51,1007,1
667,1303,1
554.65,1315.5,1
569.91,1266.6,1
631.33,1236.7,1
489.57,1300.6,1
793.69,1521.4,1
516.18,1427.7,1
500,1500,1
428.14,1533,1
547.4,1109.5,1
278.06,1654.7,1
670.67,1211.1,1
772.45,1204.3,1
570.33,1283.9,1
500,1500,1
500,1500,1
585.41,1527.8,1
630.78,1334.9,1
555.15,1662.5,1
776.74,1308.9,1
495.97,2186.1,1
500,1500,1
834.98,1341.3,1
500,1500,1
500,1500,1
539,1480.8,1
780.76,1674.3,1
556.82,1570.9,1
500,1500,1
500,1500,1
720.56,1340.4,1
414.89,656.08,1
903.39,1525.9,1
500,1500,1
500,1500,1
711.57,1255.5,1
500,1500,1
